prev,curr,type,n
Raphael_Sbarge,Star_Wars:_Knights_of_the_Old_Republic_(video_game),link,27
Raphael_Semmes,"Nanjemoy,_Maryland",link,27
Raphael_Shore,OpenDor_Media,link,27
Raphael_Thattil,Kakkanad,link,27
Raphael_Wallfisch,Benjamin_Wallfisch,link,27
Raphael_Warnock,Gaza_Strip_famine,link,27
Raphael_Warnock,Right-wing_politics,link,27
Renaissance_sculpture,Donatello,link,27
SS_Michelangelo,Lido_(swimming_pool),link,27
Santa_Maria_Gloriosa_dei_Frari,Donatello,link,27
Science_and_inventions_of_Leonardo_da_Vinci,Ribauldequin,link,27
Sinners_(soundtrack),Raphael_Saadiq,link,27
Sleeping_Cupid_(Michelangelo),Palace_of_Whitehall,link,27
Societal_and_cultural_aspects_of_autism,Michelangelo,link,27
Sofonisba_Anguissola,Michelangelo,link,27
Stardust_(Willie_Nelson_album),Mickey_Raphael,link,27
Statue_of_Raphael_Semmes,Raphael_Semmes,link,27
Tales_of_the_Teenage_Mutant_Ninja_Turtles_(TV_series),Donatello_(Teenage_Mutant_Ninja_Turtles),link,27
The_Battle_of_Anghiari_(Leonardo),Holy_Trinity_(Masaccio),link,27
The_Hurlingham_Club,Adam_Raphael,link,27
The_Last_Judgment_(Michelangelo),Keys_of_Heaven,link,27
The_Last_Judgment_(Michelangelo),The_Ambassadors_(Holbein),link,27
The_Monuments_Men,Portrait_of_a_Young_Man_(Raphael),other,27
Thomas_Woolner,Pre-Raphaelite_Brotherhood,link,27
Titian,El_Greco,link,27
Titian_hair,Henna,link,27
Uffizi,Raphael,link,27
Venice,Titian,link,27
Yale_New_Haven_Hospital,Hospital_of_Saint_Raphael,link,27
Zōshigaya_Cemetery,Raphael_von_Koeber,link,27
other-empty,Aldobrandini_Madonna_(Titian),external,27
other-empty,David_di_Donatello_for_Best_European_Film,external,27
other-empty,David_di_Donatello_for_Best_Production_Design,external,27
other-empty,Flavia_Titiana,external,27
other-empty,Girolamo_Michelangelo_Grigoletti,external,27
other-empty,Jane_Raphaely,external,27
other-empty,Lennox_Raphael,external,27
other-empty,Leonardo_da_Vinci:_The_Mind_of_the_Renaissance,external,27
other-empty,Leonardo_da_Vinci_Art_Institute,external,27
other-empty,Michelangelo_(disambiguation),external,27
other-empty,Michelangelo_Anselmi,external,27
other-empty,Noli_me_tangere_(Andrea_del_Sarto),external,27
other-empty,Raphael_Holzdeppe,external,27
other-empty,Raphael_Rutman,external,27
other-empty,Raphael_Sonenshein,external,27
other-empty,Saint_Louis_of_Toulouse_(Donatello),external,27
other-empty,"Salome_(Titian,_Madrid)",external,27
other-empty,"The_Crowning_with_Thorns_(Titian,_Munich)",external,27
other-empty,Titian_Ramsay_Peale_I,external,27
other-empty,"Virgin_and_Child_with_Saints_Stephen,_Jerome_and_Maurice_(Titian,_Paris)",external,27
other-external,Holy_Trinity_(Masaccio),external,27
other-external,Raphael_Dwamena,external,27
other-internal,Perseus_and_Andromeda_(Titian),external,27
other-internal,Raphael_Claus,external,27
other-internal,Suicide_of_Nicola_Ann_Raphael,external,27
other-search,Günter_Raphael,external,27
other-search,La_Madonna_de_Bogota_(Raphael),external,27
other-search,Michelangelo_Caetani,external,27
other-search,Raphael_Cheenath,external,27
other-search,Raphael_Davis,external,27
other-search,Raphael_Woolf,external,27
other-search,St._Raphael_Provincial_Park,external,27
Étoile_(TV_series),Sons_of_Raphael,link,27
2012_AFF_Championship_squads,Raphael_Maitimo,link,26
71st_David_di_Donatello,70th_David_di_Donatello,link,26
Alexa_Wilding,Pre-Raphaelite_Brotherhood,link,26
Am_Yisrael_Chai,Yuval_Raphael,link,26
Art_Nouveau,Pre-Raphaelite_Brotherhood,link,26
Artemisia_Gentileschi,Michelangelo,link,26
Bargello,"David_(Donatello,_bronze)",link,26
"Basilica_of_San_Lorenzo,_Florence",Michelangelo,link,26
Carlo_Di_Palma,Michelangelo_Antonioni,link,26
Casa_Buonarroti,Michelangelo_Buonarroti_the_Younger,link,26
Cory_Sandhagen,Raphael_Assunção,link,26
Cultural_references_to_Leonardo_da_Vinci,Leonardo_(2021_TV_series),link,26
"David_(Donatello,_bronze)",David_(Bernini),link,26
David_(Michelangelo),Fig_leaf,link,26
David_di_Donatello_for_Best_Actress,Tecla_Insolia,link,26
Diana_and_Callisto,Titian,link,26
Donald_Davidson_(philosopher),Raphael_Demos,link,26
Girl_Most_Likely,June_Diane_Raphael,link,26
Gordon_Raphael,The_Strokes,link,26
Grand_manner,Raphael_Cartoons,link,26
Hans_Holbein_the_Younger,Leonardo_da_Vinci,link,26
Hercules_and_Cacus,David_(Michelangelo),link,26
John_Putnam_Demos,Raphael_Demos,link,26
Júnior_Assunção,Raphael_Assunção,link,26
Kaio_César,Raphael_Veiga,other,26
Lady_Dynamite,June_Diane_Raphael,link,26
Lana_Turner,David_di_Donatello,link,26
Lauren_Lapkus,June_Diane_Raphael,link,26
Le_Amiche,Michelangelo_Antonioni,link,26
Leda_and_the_Swan_(Michelangelo),Leda_and_the_Swan_(Rubens),other,26
Leonardo's_crossbow,Leonardo_da_Vinci,link,26
Leonardo_da_Vinci,Battle_of_Anghiari,link,26
Leonardo_da_Vinci,Cortile_del_Belvedere,link,26
Leonardo_da_Vinci,David_(Michelangelo),link,26
Leonardo_da_Vinci,French_Revolution,link,26
Leonardo_da_Vinci,Humorism,link,26
Leonardo_da_Vinci,Luigi_Pampaloni,link,26
Leonardo_da_Vinci,Parachute,link,26
Leonardo_da_Vinci_(2024_film),Keith_David,link,26
Leonardo_da_Vinci_(Isaacson_book),Leonardo_da_Vinci,link,26
Lilith,Pre-Raphaelite_Brotherhood,link,26
List_of_Little_Einsteins_episodes,Leonardo_da_Vinci,link,26
List_of_Pre-Raphaelite_paintings,Manfred_on_the_Jungfrau_(Madox_Brown),link,26
List_of_Pre-Raphaelite_paintings,The_Last_Sleep_of_Arthur_in_Avalon,link,26
List_of_Pre-Raphaelite_paintings,"The_Proscribed_Royalist,_1651",link,26
List_of_accolades_received_by_Sinners_(2025_film),Raphael_Saadiq,link,26
List_of_works_by_Michelangelo,Atlas_Slave,link,26
List_of_works_by_Titian,Venus_Anadyomene_(Titian),link,26
Lucius_Salvius_Otho,Lucius_Salvius_Otho_Titianus,link,26
Madonna_of_the_Yarnwinder,List_of_works_by_Leonardo_da_Vinci,link,26
Masaccio,Giotto,link,26
Masolino_da_Panicale,Virgin_and_Child_with_Saint_Anne_(Masaccio),link,26
Menasseh_Ben_Israel,Moses_Raphael_de_Aguilar,link,26
Michelangelo_Antonioni_filmography,The_Lady_Without_Camelias,link,26
Michelangelo_Rampulla,Ivano_Bordon,other,26
Miraculous_catch_of_fish,Raphael,link,26
Morris_Raphael_Cohen,Felix_S._Cohen,link,26
Noli_me_tangere_(Titian),Noli_me_tangere,link,26
Obsession:_Radical_Islam's_War_Against_the_West,Raphael_Shore,link,26
Pablo_Picasso,Michelangelo,other,26
Palazzo_Medici_Riccardi,"David_(Donatello,_bronze)",link,26
Penitent_Magdalene,"Penitent_Magdalene_(Titian,_1531)",link,26
Pete_Williams_(journalist),Michelangelo_Signorile,link,26
Pierfrancesco_Favino,David_di_Donatello,link,26
Pietà_(Michelangelo),List_of_minor_planets:_274001–275000,link,26
Pietà_(Michelangelo),Saint_Sebastian,link,26
Pope_Clement_VII,Leonardo_da_Vinci,link,26
Portrait_of_Isabella_of_Portugal_(Titian),Isabella_of_Portugal,link,26
Portrait_of_Pope_Paul_III_(Titian),Titian,link,26
Pre-Raphaelite_Brotherhood,Arts_and_Crafts_movement,link,26
Raphael,Giulio_Romano,link,26
Raphael_(Teenage_Mutant_Ninja_Turtles),Okinawan_kobudō,link,26
Raphael_(given_name),Raffaello,link,26
Raphael_(singer),Province_of_Jaén_(Spain),link,26
Raphael_Assunção,Cory_Sandhagen,link,26
Raphael_Borges_Rodrigues,Maastricht,link,26
Raphael_Holzhauser,KSK_Beveren,link,26
Raphael_Lea'i,OFC_Professional_League,link,26
Raphael_Nathan,Ra'anana,link,26
Raphael_Rooms,The_Coronation_of_Charlemagne,link,26
Raphael_Saadiq,En_Vogue,link,26
Raphael_Success,FC_Zhetysu,link,26
Raphael_Warnock,Incumbent,link,26
Raphael_Warnock,Title_42_expulsion,link,26
Raphael_of_Brooklyn,Joseph_of_Damascus,link,26
Renaissance,Masaccio,link,26
Replicas_of_Michelangelo's_David,Piazzale_Michelangelo,link,26
SS_Cristoforo_Colombo,SS_Michelangelo,link,26
Saint_George's_Day,Saint_George_and_the_Dragon_(Raphael),link,26
Salaì,Chiaroscuro:_The_Private_Lives_of_Leonardo_da_Vinci,link,26
Sally_Jessy_Raphael,Larry_King,link,26
Science_and_inventions_of_Leonardo_da_Vinci,Helicopter,link,26
Science_and_inventions_of_Leonardo_da_Vinci,List_of_works_by_Leonardo_da_Vinci,link,26
Self-portrait_(Raphael),Raphael,link,26
Sonar,Leonardo_da_Vinci,link,26
Suicide_of_Nicola_Ann_Raphael,Marilyn_Manson,link,26
The_Crucifixion_of_Saint_Peter_(Michelangelo),Cappella_Paolina,link,26
The_Inventor_(2023_film),Leonardo_da_Vinci,link,26
The_Marriage_of_the_Virgin_(Raphael),Pinacoteca_di_Brera,link,26
The_Rape_of_Europa_(Titian),The_Death_of_Actaeon,link,26
The_Virgin_and_Child_with_Saint_Anne_and_Saint_John_the_Baptist,Leonardo_da_Vinci,link,26
The_Wedding_at_Cana_(Veronese),Leonardo_da_Vinci,link,26
Three_Graces_(Raphael),Charites,link,26
Titian,Christ_Carrying_the_Cross_(Titian),link,26
Titian_Ramsay_Peale_I,Titian_Peale,link,26
Waterloo_(1970_film),David_di_Donatello_for_Best_Film,link,26
Wright_brothers,Leonardo_da_Vinci,link,26
other-empty,Herbert_Raphael,external,26
other-empty,Moses_Raphael_de_Aguilar,external,26
other-empty,"Portrait_of_Charles_V_(Titian,_Naples)",external,26
other-empty,"Portrait_of_a_Lady_(Titian,_Chicago)",external,26
other-empty,Raphael_Holzhauser,external,26
other-empty,Raphael_Xavier,external,26
other-empty,Raphael_p'Mony_Wokorach,external,26
other-empty,Saint_Dominic_(Titian),external,26
other-external,Lucan_portrait_of_Leonardo_da_Vinci,external,26
other-external,Vandalism_of_Michelangelo's_Pietà,external,26
other-internal,Diana_and_Actaeon_(Titian),external,26
other-other,Replicas_of_Michelangelo's_David,external,26
other-search,David_di_Donatello_for_Best_Actor,external,26
other-search,Joseph_Raphael,external,26
other-search,Leonardo_da_Vinci_(video_game),external,26
other-search,Michelangelo_Canale,external,26
other-search,Raphael_Chegeni,external,26
other-search,Raphael_Meldola,external,26
other-search,Raphael_Pyrasch,external,26
1996_UEFA_Champions_League_final,Michelangelo_Rampulla,link,25
2025–26_Scottish_Premiership,Raphael_Sallinger,link,25
2026_in_film,71st_David_di_Donatello,link,25
305_mm/46_Model_1909,Italian_battleship_Leonardo_da_Vinci,link,25
71st_David_di_Donatello,Five_Seconds,link,25
71st_David_di_Donatello,La_grazia,link,25
A_hundred_Italian_films_to_be_saved,Michelangelo_Antonioni,link,25
Abraham_Geiger,Samson_Raphael_Hirsch,link,25
Ananias_and_Sapphira,Raphael_Cartoons,link,25
Andrea_della_Robbia,Luca_della_Robbia,link,25
Angels_in_Judaism,Raphael_(archangel),link,25
Années_de_pèlerinage,The_Marriage_of_the_Virgin_(Raphael),link,25
Arabelle_Raphael,San_Francisco_Bay_Area,link,25
Bacchus_and_Ariadne,Raphael,link,25
Blowup,Michelangelo_Antonioni_filmography,link,25
Borgia_Apartments,Raphael_Rooms,link,25
Chateau_Marmont,Leonardo_da_Vinci,link,25
Cinema_of_Italy,Michelangelo_Antonioni,link,25
Codex_Leicester,Museo_Ideale_Leonardo_da_Vinci,link,25
Cosimo_de'_Medici,Judith_and_Holofernes_(Donatello),link,25
Daphne_Patai,Raphael_Patai,link,25
David_(Michelangelo),Cosimo_de'_Medici,link,25
David_(Michelangelo),Nanni_di_Banco,other,25
David_Perdue,Raphael_Warnock,link,25
David_di_Donatello_for_Best_Actor,Elio_Germano,link,25
Donatello,Relief,link,25
Donatello_(Teenage_Mutant_Ninja_Turtles),Qigong,link,25
"Dubuque,_Iowa","St._Raphael's_Cathedral_(Dubuque,_Iowa)",link,25
Ecce_homo,Titian,link,25
Gunn_High_School,Raphael_Bob-Waksberg,link,25
Hutton_Gibson,Raphael_I_Bidawid,link,25
Imperia_Cognati,Galatea_(Raphael),link,25
Inflatable_(Better_Call_Saul),Raphael_Sbarge,link,25
Isabella_Stewart_Gardner,Titian,link,25
Isleworth_Mona_Lisa,Leonardo_da_Vinci,link,25
Italian_Renaissance_sculpture,Donatello,link,25
James_Collinson,List_of_Pre-Raphaelite_paintings,link,25
James_McNeill_Whistler,Pre-Raphaelite_Brotherhood,link,25
John_Singer_Sargent,Titian,link,25
Josh_Brener,Donatello_(Teenage_Mutant_Ninja_Turtles),link,25
Leonardo_da_Vinci,Cultural_icon,link,25
Leonardo_da_Vinci,Fetus,link,25
Leonardo_da_Vinci,Genetic_genealogy,link,25
Leonardo_da_Vinci,Natural_philosophy,link,25
List_of_Pre-Raphaelite_paintings,Annie_Miller,link,25
List_of_Pre-Raphaelite_paintings,Bubbles_(painting),link,25
List_of_Pre-Raphaelite_paintings,Ecce_Ancilla_Domini!,link,25
List_of_Pre-Raphaelite_paintings,Esther_(Millais),link,25
List_of_Pre-Raphaelite_paintings,The_Golden_Stairs,link,25
List_of_council_estates_in_the_United_Kingdom,St_Raphael's_Estate,link,25
"List_of_erotica_by_George_Morland,_William_Ward_and_John_Raphael_Smith",List_of_erotica_by_Thomas_Rowlandson,link,25
List_of_paintings_by_Raphael,Christ_Blessing_(Raphael),link,25
List_of_paintings_by_Raphael,Madonna_del_Cardellino,link,25
List_of_works_by_Michelangelo,Galleria_dell'Accademia,link,25
List_of_works_by_Titian,Noli_me_tangere_(Titian),link,25
Looking-glass_self,Michelangelo_phenomenon,link,25
Lost_artworks,Raphael,link,25
Main_Page,Masaccio,other,25
Mass_Effect_(video_game),Raphael_Sbarge,link,25
Massimo_Taibi,Michelangelo_Rampulla,link,25
Michelozzo,Donatello,link,25
Museo_dell'Opera_del_Duomo_(Florence),The_Deposition_(Michelangelo),link,25
NBC_Talknet,Sally_Jessy_Raphael,link,25
Neo_soul,Raphael_Saadiq,link,25
Nicodemite,Michelangelo,link,25
Noam_Bettan,Yuval_Raphael,link,25
Ophite_Diagrams,Raphael_(archangel),link,25
Patron_saints_of_places,Raphael_(archangel),link,25
Peter_S._Beagle,Raphael_Soyer,link,25
Piazzale_Michelangelo,Michelangelo,link,25
Pietà_(Michelangelo),Canonical_coronation,link,25
Pieve_di_Cadore,Titian,link,25
Portrait_of_Henry_VIII,Titian,link,25
Portrait_of_Ranuccio_Farnese,Titian,link,25
Pre-Raphaelite_Brotherhood,Charles_Edward_Hallé,link,25
Pre-Raphaelite_Brotherhood,John_Keats,link,25
Raphael,Last_rites,link,25
Raphael_(archangel),Date_A_Live,link,25
Raphael_Claus,Pierluigi_Collina,link,25
Raphael_De_Niro,The_Real_Deal_(magazine),link,25
Raphael_Lemkin,History_of_the_Jews_in_Poland,link,25
Raphael_Lemkin,Simele_massacre,link,25
Raphael_Lotilla,Sharon_Garin,link,25
Raphael_Ravenscroft,Night_Owl_(album),link,25
Raphael_Rooms,The_Mass_at_Bolsena,link,25
Raphael_Saadiq,Higher_Learning,link,25
Raphael_Sallinger,Hibernian_F.C.,link,25
Raphael_Wallfisch,Simon_Wallfisch,link,25
Raphael_Warnock,Abyssinian_Baptist_Church,link,25
Raphael_Warnock,John_Lewis_Voting_Rights_Act,link,25
Renaissance_architecture,Michelangelo,link,25
Rise_of_the_Teenage_Mutant_Ninja_Turtles:_The_Movie,Raphael_(Teenage_Mutant_Ninja_Turtles),link,25
"Risen_Christ_(Michelangelo,_Santa_Maria_sopra_Minerva)",Crouching_Boy,link,25
Robbie_Rist,Michelangelo_(Teenage_Mutant_Ninja_Turtles),link,25
Rondanini_Pietà,List_of_works_by_Michelangelo,link,25
Saint_John_the_Baptist_(Leonardo),List_of_works_by_Leonardo_da_Vinci,link,25
Sepia_(color),Leonardo_da_Vinci,link,25
Sfumato,Raphael,link,25
Sistine_Chapel,Raphael_Cartoons,link,25
"St._Raphael's_Cathedral_(Dubuque,_Iowa)","Dubuque,_Iowa",link,25
Stanza_della_Segnatura,Raphael,link,25
The_Entombment_(Michelangelo),The_Torment_of_Saint_Anthony,link,25
The_Last_Judgment_(Michelangelo),Sebastiano_del_Piombo,link,25
The_Meeting_of_Leo_the_Great_and_Attila,Raphael,link,25
The_Unsafe_House,The_Rape_of_Europa_(Titian),link,25
There's_No_Such_Thing_as_Vampires,Raphael_Sbarge,link,25
Titian,"Saint_Jerome_in_Penitence_(Titian,_1552)",link,25
Titian,The_Gypsy_Madonna,link,25
Touched_by_an_Angel,Sally_Jessy_Raphael,link,25
Victor_Henry_(fighter),Raphael_Assunção,link,25
Yuval_Raphael,Rising_Star_(Israeli_TV_series),link,25
other-empty,Christ_Blessing_(Raphael),external,25
other-empty,David_di_Donatello_for_Best_Costumes,external,25
other-empty,Italian_submarine_Leonardo_da_Vinci_(S_520),external,25
other-empty,Leonardo_da_Vinci:_The_Flights_of_the_Mind,external,25
other-empty,Leonardo_da_Vinci_Medal,external,25
other-empty,Lev_Raphael,external,25
other-empty,Michelangelo_Caetani,external,25
other-empty,Paul_Raphaelson,external,25
other-empty,Portrait_of_Cardinal_Bibbiena_(Raphael),external,25
other-empty,Raphael_Luz,external,25
other-empty,Raphael_Magyezi,external,25
other-empty,Raphael_Maklouf,external,25
other-empty,Raphael_von_Koeber,external,25
other-empty,Seven_Sonnets_of_Michelangelo,external,25
other-empty,"St._Raphael's_Cathedral,_Palakkad",external,25
other-empty,"St._Raphael's_College,_Loughrea",external,25
other-empty,St._Raphael's_Edible_Garden,external,25
other-external,Personal_life_of_Leonardo_da_Vinci,external,25
other-external,Raphael_Lemkin,external,25
other-internal,Caprese_Michelangelo,external,25
other-internal,Michelangelo_Pistoletto,external,25
other-internal,Michelangelo_phenomenon,external,25
other-internal,Raphael_Lea'i,external,25
other-internal,Raphael_Patai,external,25
other-internal,Raphael_of_Brooklyn,external,25
other-internal,Saint_Raphael,external,25
other-internal,The_Entombment_(Michelangelo),external,25
other-other,The_Life_of_Leonardo_da_Vinci,external,25
other-search,Donatello_(singer),external,25
other-search,Madonna_del_Sacco_(Andrea_del_Sarto),external,25
other-search,Michelangelo_Hand,external,25
other-search,Ralph_Raphael,external,25
other-search,Raphael_Ensemble,external,25
other-search,Raphael_Falk_(geneticist),external,25
other-search,Raphael_Meldola_(rabbi),external,25
other-search,Raphael_Pallitsch,external,25
117th_United_States_Congress,Raphael_Warnock,link,24
2025–26_Wigan_Athletic_F.C._season,Raphael_Borges_Rodrigues,link,24
71st_David_di_Donatello,Sweetheart_(2025_film),link,24
A_Woman_Bathing_in_a_Stream,Diana_and_Actaeon_(Titian),other,24
Aleks_Le,Michelangelo_(Teenage_Mutant_Ninja_Turtles),link,24
Andrea_del_Sarto,Andrea_del_Sarto_(poem),link,24
Andrea_del_Sarto,Mannerism,link,24
Andrea_del_Sarto,Noli_me_tangere_(Andrea_del_Sarto),link,24
Anne_of_Cleves,Raphael_Holinshed,link,24
Anton_Raphael_Mengs,Johann_Joachim_Winckelmann,link,24
Archeparchy_of_Kottayam,Raphael_Thattil,link,24
Battle_of_Cascina_(Michelangelo),Palazzo_Vecchio,link,24
Bearing_(mechanical),Leonardo_da_Vinci,link,24
Biagio_da_Cesena,Michelangelo,link,24
Brady_Noon,Raphael_(Teenage_Mutant_Ninja_Turtles),link,24
Cabinet_of_Bongbong_Marcos,Raphael_Lotilla,link,24
Cate_Le_Bon_discography,Michelangelo_Dying,link,24
Chimes_at_Midnight,Raphael_Holinshed,link,24
"Chung_Kuo,_Cina",Michelangelo_Antonioni,link,24
David_(Michelangelo),Giorgio_Vasari,link,24
David_(Michelangelo),Palazzo_Vecchio,link,24
David_di_Donatello,David_di_Donatello_for_Best_Foreign_Actress,link,24
David_di_Donatello_for_Best_Film,Five_Seconds,link,24
Diana_and_Actaeon_(Titian),Diana_(mythology),link,24
Donatello,Antonio_Manetti,link,24
Donatello,Tomb_of_Cardinal_Rainaldo_Brancaccio,link,24
Eurovision_Song_Contest_1966,Raphael_(singer),link,24
Eurovision_Song_Contest_2011,Raphael_Gualazzi,link,24
Fallen_angel,Raphael_(archangel),link,24
February_18,Michelangelo_Cerquozzi,link,24
Franco_Zeffirelli,Leonardo_da_Vinci,link,24
Frederic_Raphael,The_King's_Whore,link,24
Galatea_(Raphael),Imperia_Cognati,link,24
Galleria_Nazionale_d'Arte_Antica,Venus_and_Adonis_(Titian),link,24
Genocide_studies,Raphael_Lemkin,link,24
Hierarchy_of_the_Catholic_Church,Raphael_Thattil,link,24
High_Renaissance,David_(Michelangelo),link,24
Human_head,Leonardo_da_Vinci,link,24
John_Florio,Michelangelo_Florio,link,24
John_Rhys-Davies,Leonardo_da_Vinci,link,24
LOVB_Houston,Raphaela_Folie,link,24
Law_&_Order:_Special_Victims_Unit_season_11,Raphael_Sbarge,link,24
Leonardo's_crossbow,Science_and_inventions_of_Leonardo_da_Vinci,link,24
Leonardo_da_Vinci,De_pictura,link,24
Leonardo_da_Vinci,Hospital_of_Santa_Maria_Nuova,link,24
Leonardo_da_Vinci,Sex_organ,link,24
Leonardo_da_Vinci_(Isaacson_book),Salvator_Mundi_(painting),link,24
List_of_American_Eastern_Orthodox_saints,Raphael_of_Brooklyn,link,24
List_of_Pre-Raphaelite_paintings,Edward_Robert_Hughes,link,24
List_of_cybercriminals,Raphael_Gray,link,24
List_of_paintings_by_Raphael,Christ_Falling_on_the_Way_to_Calvary,link,24
List_of_paintings_by_Raphael,Madonna_and_Child_with_the_Book,link,24
List_of_paintings_by_Raphael,Portrait_of_Perugino,link,24
List_of_video_games_with_LGBTQ_characters,Leonardo_da_Vinci,link,24
List_of_works_by_Leonardo_da_Vinci,Giovanni_Antonio_Boltraffio,link,24
List_of_works_by_Leonardo_da_Vinci,High_Renaissance,link,24
List_of_works_by_Leonardo_da_Vinci,Tobias_and_the_Angel_(Verrocchio),link,24
List_of_works_by_Michelangelo,Capitoline_Hill,link,24
List_of_works_by_Titian,The_Three_Ages_of_Man_(Titian),link,24
List_of_works_by_Titian,The_Worship_of_Venus,link,24
Lyceum_(classical),Raphael,link,24
Man_with_a_Glove,Titian,link,24
Maria_Carolina_of_Austria,Anton_Raphael_Mengs,link,24
Marian_Collier_(painter),Pre-Raphaelite_Brotherhood,link,24
Medici_Chapels,Michelangelo,link,24
Michael_Zetterer,Raphael_Wolf,link,24
Michelangelo,Louvre,link,24
